province,date,daily_rainfall,rain_anomaly_mm,rain_intensity_mm_h,daily_tmin,daily_tmax,daily_tmean,temp_anomaly_c,daily_pet,daily_et0,daily_relative_humidity,solar_radiation_w_m2,wind_speed_2m,seasonal_rain_3m,seasonal_rain_6m,relative_humidity_pct,wind_speed_2m_m_s,rainfall_intensity_mm_h,temp_anomaly_deg_c,rain_anomaly_pct,spi_1m,spi_3m,spi_6m,spi_12m,spi_24m,spei_1m,spei_3m,spei_6m,spei_12m,spei_24m
Eastern Cape,2001-04-30,0.0,-1.94,0.0,13.97,23.11,18.54,-0.91,2.16,2.06,68.38,231.51,2.54,170.11,229.73,54.3,2.45,0.0,-0.99,-100.0,0.69,0.66,,,,0.35,0.41,,,
Eastern Cape,2001-05-01,0.24,-0.43,0.06,10.0,23.58,16.79,-0.49,1.64,1.56,81.23,150.64,2.93,170.35,229.97,32.1,2.45,0.06,-0.66,-63.94,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-02,0.47,-0.49,0.11,9.64,24.67,17.16,-0.01,1.84,1.75,74.34,159.08,3.04,170.82,230.44,30.0,2.45,0.12,-0.19,-50.82,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-03,0.0,-0.21,0.0,7.33,23.27,15.3,-1.52,2.61,2.49,55.66,232.76,2.34,170.82,230.44,30.0,2.45,0.0,-1.71,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-04,0.0,-0.85,0.0,8.18,24.06,16.12,-0.48,2.55,2.43,55.97,221.89,2.25,166.73,230.44,30.0,2.45,0.0,-0.68,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-05,0.0,-1.31,0.0,10.59,20.49,15.54,-1.07,1.97,1.88,53.23,220.97,2.61,166.06,230.44,50.5,2.45,0.0,-1.27,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-06,0.0,-0.96,0.0,9.6,23.07,16.34,-0.74,2.49,2.37,57.23,233.18,3.42,165.05,230.44,32.6,2.45,0.0,-0.92,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-07,2.43,1.43,0.62,9.54,26.1,17.82,0.92,1.97,1.88,69.99,159.57,3.28,167.48,232.87,30.0,2.45,0.61,0.73,143.58,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-08,1.13,-0.37,0.28,5.86,24.1,14.98,-1.44,1.78,1.7,75.47,149.9,2.88,168.61,234.0,30.0,2.45,0.28,-1.65,-24.71,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-09,0.0,-0.24,0.0,10.51,20.29,15.4,-1.27,2.04,1.94,59.74,229.84,3.39,168.61,234.0,51.1,2.45,0.0,-1.47,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-10,0.0,-0.36,0.0,8.9,23.2,16.05,-1.04,2.5,2.38,53.14,229.45,2.34,168.61,234.0,30.0,2.45,0.0,-1.22,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-11,0.0,-0.46,0.0,9.11,23.88,16.49,-0.51,2.65,2.52,59.7,235.8,2.66,168.61,234.0,30.0,2.45,0.0,-0.69,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-12,0.0,-0.29,0.0,8.73,24.7,16.72,0.33,2.78,2.65,52.07,236.69,2.38,168.61,234.0,30.0,2.45,0.0,0.12,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-13,0.0,-0.4,0.0,9.2,25.53,17.37,0.61,2.84,2.7,59.89,234.33,2.23,168.61,234.0,30.0,2.45,0.0,0.41,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-14,0.0,-0.98,0.0,9.34,26.02,17.68,0.94,2.95,2.81,52.88,238.98,2.44,167.18,234.0,30.0,2.45,0.0,0.75,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-15,1.02,0.19,0.24,8.66,24.04,16.35,-0.23,1.33,1.27,81.61,117.2,2.88,168.2,235.02,30.0,2.45,0.26,-0.43,22.89,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-16,0.0,-0.36,0.0,10.09,23.21,16.65,0.13,2.58,2.46,52.8,242.94,3.33,168.2,235.02,34.4,2.45,0.0,-0.08,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-17,0.0,-0.35,0.0,8.45,23.51,15.98,-0.43,2.87,2.73,55.96,257.22,3.01,168.2,235.02,30.0,2.45,0.0,-0.64,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-18,1.11,0.17,0.32,10.33,23.63,16.98,0.69,1.25,1.19,78.26,115.49,3.13,169.31,236.13,33.5,2.45,0.28,0.48,18.03,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-19,0.0,-0.35,0.0,8.87,21.02,14.94,-1.67,2.34,2.23,53.46,240.66,2.96,169.31,236.13,39.2,2.45,0.0,-1.87,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-20,0.83,0.49,0.19,8.77,22.21,15.49,-0.8,1.86,1.77,77.92,179.01,3.24,170.14,236.96,32.8,2.45,0.21,-1.01,141.56,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-21,3.05,2.7,0.7,7.43,23.15,15.29,-1.3,1.65,1.57,74.84,147.93,2.9,172.72,240.01,30.0,2.45,0.76,-1.5,764.51,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-22,0.0,-0.83,0.0,9.09,23.85,16.47,0.26,2.75,2.62,55.83,245.72,3.49,160.66,240.01,30.0,2.45,0.0,0.05,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-23,0.0,-0.78,0.0,8.32,23.9,16.11,-0.2,2.84,2.7,52.8,248.24,3.73,135.32,240.01,30.0,2.45,0.0,-0.42,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-24,0.0,-0.26,0.0,9.48,22.99,16.24,-0.08,2.57,2.45,59.88,241.52,2.69,131.29,240.01,32.5,2.45,0.0,-0.3,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-25,0.0,-0.22,0.0,7.89,21.8,14.84,-1.29,2.6,2.48,53.56,251.54,2.47,131.29,240.01,30.4,2.45,0.0,-1.51,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-26,0.0,-0.6,0.0,11.68,21.66,16.67,0.68,2.22,2.11,59.73,239.3,3.02,130.46,240.01,50.1,2.45,0.0,0.45,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-27,0.0,-0.8,0.0,9.04,24.02,16.53,0.23,2.87,2.73,56.07,253.66,2.23,130.46,240.01,30.0,2.45,0.0,0.02,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-28,0.0,-0.16,0.0,7.99,22.92,15.46,-0.97,2.7,2.57,52.18,246.34,2.27,130.46,240.01,30.0,2.45,0.0,-1.18,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-29,0.0,-1.19,0.0,9.64,23.65,16.64,0.13,2.67,2.54,55.62,242.91,2.55,130.46,240.01,30.0,2.45,0.0,-0.07,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-30,0.0,-1.12,0.0,7.32,21.41,14.36,-1.85,2.47,2.35,56.35,240.35,2.88,130.46,240.01,30.0,2.45,0.0,-2.06,-100.0,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-05-31,2.83,1.67,0.67,10.42,25.11,17.76,1.65,1.94,1.85,79.52,167.72,2.16,133.29,242.84,30.0,2.45,0.71,1.43,144.56,-1.29,0.19,,,,-1.36,-0.28,,,
Eastern Cape,2001-06-01,0.0,-0.43,0.0,7.04,21.76,14.4,0.29,2.57,2.45,51.07,244.93,3.01,133.29,242.84,30.0,2.45,0.0,-0.01,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-02,0.0,-0.49,0.0,7.1,19.13,13.11,-0.18,2.29,2.18,52.63,251.2,2.89,129.19,242.84,39.8,2.45,0.0,-0.51,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-03,0.0,-0.49,0.0,5.9,18.92,12.41,-1.01,2.31,2.2,56.89,248.48,3.47,129.19,242.84,34.9,2.45,0.0,-1.34,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-04,2.87,2.27,0.64,5.1,20.34,12.72,-0.6,1.28,1.22,67.08,125.96,3.39,132.06,245.71,30.0,2.45,0.72,-0.93,378.97,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-05,0.0,-1.08,0.0,4.9,17.99,11.44,-1.39,2.27,2.16,51.67,251.78,3.34,132.06,245.71,34.6,2.45,0.0,-1.74,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-06,0.0,-0.45,0.0,6.23,23.43,14.83,1.63,3.08,2.93,51.71,266.65,2.48,132.06,245.71,30.0,2.45,0.0,1.29,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-07,0.73,-0.11,0.2,6.99,18.97,12.98,0.04,1.56,1.49,71.73,172.48,3.53,124.7,246.44,40.1,2.45,0.18,-0.31,-13.43,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-08,0.0,-0.27,0.0,6.52,21.66,14.09,1.01,2.69,2.56,52.24,254.07,3.36,124.7,246.44,30.0,2.45,0.0,0.67,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-09,1.59,1.23,0.44,6.24,21.21,13.73,0.63,1.49,1.42,78.79,143.76,2.98,110.09,248.03,30.0,2.45,0.4,0.29,341.67,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-10,0.0,-0.36,0.0,8.3,23.5,15.9,2.68,2.88,2.74,52.57,257.56,2.63,109.3,248.03,30.0,2.45,0.0,2.35,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-11,0.0,-0.76,0.0,5.28,18.95,12.12,-0.87,2.49,2.37,49.54,263.97,2.58,109.3,248.03,31.7,2.45,0.0,-1.22,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-12,0.0,-0.53,0.0,6.57,21.28,13.92,1.1,2.55,2.43,52.11,245.98,2.36,109.3,248.03,30.0,2.45,0.0,0.75,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-13,0.0,-0.65,0.0,5.59,18.64,12.12,-0.81,2.27,2.16,51.65,245.9,3.12,101.87,248.03,34.8,2.45,0.0,-1.16,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-14,0.0,-0.2,0.0,7.09,19.74,13.42,0.72,2.5,2.38,56.7,263.92,4.06,97.4,248.03,36.8,2.45,0.0,0.36,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-15,0.08,-0.68,0.02,4.21,16.62,10.42,-2.15,1.16,1.1,76.74,136.63,2.52,97.19,248.11,38.0,2.45,0.02,-2.51,-89.47,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-16,0.0,-0.54,0.0,6.97,20.02,13.5,0.52,2.49,2.37,55.76,258.28,2.54,96.39,248.11,34.8,2.45,0.0,0.18,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-17,0.0,-1.21,0.0,5.64,18.41,12.02,-0.91,2.32,2.21,49.29,255.19,2.63,96.39,248.11,36.2,2.45,0.0,-1.26,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-18,0.0,-0.26,0.0,6.41,15.96,11.18,-1.5,1.9,1.81,53.97,249.43,2.25,96.39,248.11,52.2,2.45,0.0,-1.86,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-19,0.0,-0.3,0.0,4.47,18.73,11.6,-0.64,2.44,2.32,54.84,258.13,3.05,96.39,248.11,30.0,2.45,0.0,-1.01,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-20,0.0,-0.41,0.0,5.71,19.68,12.7,0.11,2.37,2.26,48.97,244.84,3.84,88.97,248.11,30.2,2.45,0.0,-0.25,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-21,0.0,-0.87,0.0,5.94,19.82,12.88,0.23,2.47,2.35,49.39,253.04,2.84,88.97,248.11,30.6,2.45,0.0,-0.13,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-22,0.0,-0.47,0.0,5.06,19.52,12.29,-0.37,2.49,2.37,53.36,255.08,2.83,88.97,248.11,30.0,2.45,0.0,-0.72,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-23,0.0,-0.35,0.0,5.75,19.35,12.55,0.1,2.38,2.27,49.82,250.35,3.02,88.97,248.11,32.0,2.45,0.0,-0.26,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-24,0.0,-0.77,0.0,6.75,22.12,14.44,2.1,2.7,2.57,54.8,251.14,3.05,88.97,248.11,30.0,2.45,0.0,1.73,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-25,0.0,-0.12,0.0,4.6,17.84,11.22,-1.16,2.34,2.23,56.85,260.42,2.56,88.97,248.11,33.8,2.45,0.0,-1.53,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-26,0.0,-0.77,0.0,5.13,19.96,12.54,0.21,2.57,2.45,51.24,258.07,2.68,80.17,248.11,30.0,2.45,0.0,-0.16,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-27,0.0,-0.56,0.0,5.46,19.23,12.34,0.35,2.43,2.31,55.55,254.66,3.9,80.17,248.11,31.2,2.45,0.0,-0.04,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-28,1.7,1.24,0.4,4.98,18.12,11.55,-1.14,1.42,1.35,72.92,156.83,2.73,79.64,249.81,34.3,2.45,0.42,-1.49,266.7,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-29,0.0,-0.67,0.0,4.68,19.38,12.03,-0.03,2.52,2.4,52.98,258.5,2.43,79.64,249.81,30.0,2.45,0.0,-0.41,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-06-30,0.0,-0.92,0.0,5.12,20.97,13.04,0.8,2.67,2.54,51.72,254.85,2.86,79.64,249.81,30.0,2.45,0.0,0.42,-100.0,-1.9,-0.69,-0.03,,,-1.44,-0.95,-0.26,,
Eastern Cape,2001-07-01,0.0,-0.46,0.0,3.07,18.65,10.86,-1.33,2.48,2.36,50.67,256.79,2.84,63.21,248.92,30.0,2.45,0.0,-1.71,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-02,0.56,0.02,0.13,1.8,19.08,10.44,-0.97,1.22,1.16,66.71,121.5,2.35,61.19,247.6,30.0,2.45,0.14,-1.38,3.4,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-03,2.66,2.43,0.65,1.39,17.56,9.48,-1.7,1.17,1.11,65.55,124.61,3.12,63.85,250.26,30.0,2.45,0.66,-2.12,1048.53,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-04,0.0,-0.8,0.0,1.33,17.56,9.44,-1.88,2.28,2.17,49.28,244.27,3.01,62.86,250.26,30.0,2.45,0.0,-2.29,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-05,0.0,-0.36,0.0,3.34,16.23,9.78,-1.54,2.09,1.99,52.15,248.18,3.11,62.86,250.26,35.6,2.45,0.0,-1.96,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-06,2.76,1.44,0.71,2.6,19.3,10.95,-0.51,1.17,1.11,68.68,116.2,2.62,65.62,253.02,30.0,2.45,0.69,-0.91,109.28,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-07,0.0,-0.44,0.0,3.89,17.23,10.56,-0.52,2.2,2.1,48.7,250.28,2.78,65.62,238.64,33.3,2.45,0.0,-0.95,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-08,0.0,-0.49,0.0,1.06,17.66,9.36,-1.68,2.38,2.27,48.09,252.51,2.92,65.62,238.64,30.0,2.45,0.0,-2.1,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-09,0.0,-0.69,0.0,3.67,16.76,10.22,-0.85,2.05,1.95,53.37,237.32,2.63,65.62,208.37,34.6,2.45,0.0,-1.27,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-10,0.0,-0.65,0.0,1.79,20.69,11.24,0.06,2.73,2.6,54.47,253.61,2.59,65.62,208.37,30.0,2.45,0.0,-0.36,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-11,1.63,0.8,0.39,2.51,19.09,10.8,-0.22,1.73,1.65,67.05,174.32,3.27,67.25,209.54,30.0,2.45,0.41,-0.65,95.44,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-12,0.67,0.35,0.16,1.07,17.79,9.43,-1.43,1.37,1.3,69.79,144.24,4.31,67.92,203.68,30.0,2.45,0.17,-1.86,109.38,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-13,0.0,-0.17,0.0,3.16,17.39,10.28,-0.89,2.12,2.02,49.51,234.58,2.28,67.92,203.68,30.0,2.45,0.0,-1.31,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-14,0.0,-0.28,0.0,3.48,17.36,10.42,-0.69,2.24,2.13,50.01,250.28,2.58,67.65,203.68,30.6,2.45,0.0,-1.11,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-15,0.0,-0.52,0.0,3.51,18.66,11.08,-0.09,2.52,2.4,51.94,263.3,3.1,67.65,203.68,30.0,2.45,0.0,-0.51,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-16,0.17,-1.31,0.05,2.56,16.93,9.74,-1.14,1.02,0.97,70.62,115.05,2.73,67.82,203.85,30.0,2.45,0.04,-1.57,-88.54,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-17,0.86,0.56,0.21,4.19,18.78,11.49,0.93,1.1,1.05,74.62,116.21,3.32,49.44,204.71,30.0,2.45,0.22,0.49,189.76,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-18,0.38,0.29,0.09,2.67,16.17,9.42,-1.05,1.2,1.14,68.2,140.01,3.12,49.82,205.09,32.5,2.45,0.1,-1.5,322.22,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-19,0.28,0.04,0.07,4.0,18.53,11.26,0.66,1.22,1.16,71.82,128.76,2.9,50.1,205.37,30.0,2.45,0.07,0.22,17.45,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-20,0.0,-0.57,0.0,3.51,17.2,10.36,-0.62,2.16,2.06,50.32,243.29,3.42,50.1,205.37,31.6,2.45,0.0,-1.05,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-21,0.0,-0.43,0.0,2.04,14.66,8.35,-2.46,1.94,1.85,51.57,244.93,2.91,50.1,205.37,36.9,2.45,0.0,-2.9,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-22,0.0,-0.87,0.0,2.43,20.29,11.36,0.41,2.53,2.41,49.28,241.44,2.83,42.17,205.37,30.0,2.45,0.0,-0.02,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-23,4.05,3.56,0.97,0.96,16.0,8.48,-2.02,1.24,1.18,68.38,143.1,3.58,43.32,209.42,30.0,2.45,1.01,-2.47,719.17,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-24,0.0,-0.47,0.0,2.31,16.98,9.64,-0.91,2.17,2.07,50.57,242.79,2.82,43.32,209.42,30.0,2.45,0.0,-1.35,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-25,0.0,-0.19,0.0,0.75,16.26,8.51,-2.29,2.15,2.05,55.19,244.07,2.54,37.69,204.21,30.0,2.45,0.0,-2.73,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-26,0.0,-1.23,0.0,3.01,14.7,8.86,-1.8,1.83,1.74,52.28,235.72,2.95,36.4,204.21,41.6,2.45,0.0,-2.23,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-27,0.0,-0.36,0.0,2.66,16.17,9.42,-0.96,2.06,1.96,49.42,241.1,2.69,36.4,204.21,32.4,2.45,0.0,-1.41,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-28,0.0,-0.14,0.0,2.66,15.18,8.92,-1.46,1.97,1.88,50.42,245.36,3.26,34.1,204.21,37.4,2.45,0.0,-1.91,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-29,0.0,-0.43,0.0,1.6,18.61,10.1,-0.2,2.25,2.14,51.15,229.42,2.99,34.1,204.21,30.0,2.45,0.0,-0.66,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-30,0.0,-0.49,0.0,1.78,14.67,8.22,-2.3,1.88,1.79,48.54,236.52,2.49,33.86,204.21,35.6,2.45,0.0,-2.75,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-07-31,0.0,-0.3,0.0,1.6,16.7,9.15,-1.13,2.07,1.97,54.11,232.35,3.63,33.39,204.21,30.0,2.45,0.0,-1.59,-100.0,-1.22,-1.87,-0.56,,,-0.97,-1.47,-0.74,,
Eastern Cape,2001-08-01,0.0,-1.12,0.0,5.31,19.61,12.46,0.97,2.32,2.21,51.98,238.46,3.3,33.39,204.21,30.0,2.45,0.0,0.57,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-02,0.0,-0.44,0.0,3.4,17.26,10.33,-1.51,1.95,1.86,47.39,218.55,2.4,33.39,200.12,30.7,2.45,0.0,-1.9,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-03,0.66,-0.16,0.19,4.3,19.21,11.76,-0.18,1.6,1.52,68.17,164.24,3.91,34.05,200.11,30.0,2.45,0.16,-0.57,-19.86,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-04,0.0,-0.31,0.0,3.72,17.12,10.42,-1.43,2.06,1.96,52.72,234.05,3.36,34.05,199.1,33.0,2.45,0.0,-1.82,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-05,0.0,-1.2,0.0,1.35,17.63,9.49,-2.35,2.08,1.98,49.66,221.92,2.71,31.62,199.1,30.0,2.45,0.0,-2.74,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-06,0.96,0.68,0.26,4.94,17.66,11.3,-0.4,1.46,1.39,65.34,164.71,3.21,31.45,200.06,36.4,2.45,0.24,-0.79,238.98,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-07,0.0,-0.5,0.0,2.25,20.58,11.42,0.22,2.34,2.23,49.7,219.55,2.69,31.45,200.06,30.0,2.45,0.0,-0.19,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-08,2.06,1.04,0.51,3.03,19.98,11.5,-0.16,1.11,1.06,71.39,108.08,2.42,33.51,202.12,30.0,2.45,0.52,-0.55,102.04,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-09,0.0,-0.25,0.0,3.19,16.33,9.76,-1.6,2.02,1.92,47.5,236.66,2.42,33.51,202.12,34.3,2.45,0.0,-2.01,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-10,0.0,-1.02,0.0,4.72,18.73,11.72,0.5,2.09,1.99,50.16,221.55,3.09,33.51,202.12,30.0,2.45,0.0,0.09,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-11,0.0,-0.51,0.0,3.89,19.24,11.56,-0.06,2.24,2.13,46.62,228.13,3.2,33.51,202.12,30.0,2.45,0.0,-0.46,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-12,0.0,-0.59,0.0,2.97,19.64,11.3,-0.47,2.29,2.18,49.06,226.09,3.41,33.51,200.69,30.0,2.45,0.0,-0.86,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-13,0.0,-0.23,0.0,3.56,20.43,12.0,0.75,2.32,2.21,53.05,222.8,2.42,32.49,200.69,30.0,2.45,0.0,0.34,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-14,0.0,-0.99,0.0,3.27,20.87,12.07,0.52,2.3,2.19,49.35,215.29,3.06,32.49,200.69,30.0,2.45,0.0,0.11,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-15,3.24,2.64,0.73,3.09,18.89,10.99,-0.13,1.09,1.04,73.64,112.01,2.54,35.73,203.93,30.0,2.45,0.81,-0.55,440.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
Eastern Cape,2001-08-16,0.0,-0.54,0.0,5.0,22.37,13.68,2.25,2.44,2.32,50.44,217.88,2.34,34.62,203.93,30.0,2.45,0.0,1.85,-100.0,-1.15,-1.8,-1.02,,,-0.87,-1.28,-1.09,,
